Item Number,GTIN Number,Mill Code,Mill Description,Style Number,Mill Style Number,Style Name,Color Code,Color Description,Size Code,Size Description,Unit Weight,Cost,CC,CD,FO,KC,MA,PH,TD,CN,WA,GD
B06304000,0888593488753,04,adidas Golf,A612,,AD PERF FRNT HIT RELX BB CAP,00,WHITE/ BLACK,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B06304510,0888593488760,04,adidas Golf,A612,,AD PERF FRNT HIT RELX BB CAP,51,BLACK/ WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,39
B06304540,0888593488616,04,adidas Golf,A612,,AD PERF FRNT HIT RELX BB CAP,54,NAVY/ WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B06304A20,0888593488784,04,adidas Golf,A612,,AD PERF FRNT HIT RELX BB CAP,A2,VISTA GREY,0,OS,.1926,0,0,0,27,0,0,0,0,0,0,425
B06304DB0,0885583615212,04,adidas Golf,A612,,AD PERF FRNT HIT RELX BB CAP,DB,POWER RED/ WHITE,0,OS,.1926,0,0,0,0,10,0,0,0,0,0,952
B06304DC0,0888593488654,04,adidas Golf,A612,,AD PERF FRNT HIT RELX BB CAP,DC,TAN/ BLACK,0,OS,.1926,0,0,0,0,0,0,0,0,233,0,1648
B10504000,0889132395051,04,adidas Golf,A651,,AD AD PERFORMACE VISOR,00,WHITE/ BLACK,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,601
B10504510,0889132642629,04,adidas Golf,A651,,AD AD PERFORMACE VISOR,51,BLACK/ WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,730
B10504540,0889132638158,04,adidas Golf,A651,,AD AD PERFORMACE VISOR,54,NAVY/ WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,772
B11104003,0889132108415,04,adidas Golf,A206,,AD TONAL STRIPE POLO,00,WHITE,3,S,.61,0,0,0,0,0,0,0,0,0,0,3
B11104004,0889132108392,04,adidas Golf,A206,,AD TONAL STRIPE POLO,00,WHITE,4,M,.6475,0,0,0,0,0,0,0,0,0,0,0
B11104005,0889132108378,04,adidas Golf,A206,,AD TONAL STRIPE POLO,00,WHITE,5,L,.6925,0,0,0,0,0,0,0,0,0,0,0
B11104006,0889132108422,04,adidas Golf,A206,,AD TONAL STRIPE POLO,00,WHITE,6,XL,.7504,0,0,0,0,0,0,0,0,0,0,0
B11104007,0889132108408,04,adidas Golf,A206,,AD TONAL STRIPE POLO,00,WHITE,7,2XL,.8167,0,0,0,0,0,0,0,0,0,0,0
B11104008,0889138673542,04,adidas Golf,A206,,AD TONAL STRIPE POLO,00,WHITE,8,3XL,1.6333,0,0,0,0,0,0,0,0,0,0,0
B11104513,0888594872377,04,adidas Golf,A206,,AD TONAL STRIPE POLO,51,BLACK,3,S,.61,0,0,0,0,0,0,0,0,0,0,0
B11104514,0888594872391,04,adidas Golf,A206,,AD TONAL STRIPE POLO,51,BLACK,4,M,.6475,0,0,0,0,0,0,0,0,0,0,0
B11104515,0888594872360,04,adidas Golf,A206,,AD TONAL STRIPE POLO,51,BLACK,5,L,.6925,0,0,0,0,0,0,0,0,0,0,0
B11104516,0888594872384,04,adidas Golf,A206,,AD TONAL STRIPE POLO,51,BLACK,6,XL,.7504,0,0,0,0,0,0,0,0,0,0,0
B11104517,0888594872407,04,adidas Golf,A206,,AD TONAL STRIPE POLO,51,BLACK,7,2XL,.8167,0,0,0,0,0,0,0,0,0,0,0
B11104518,0889138673573,04,adidas Golf,A206,,AD TONAL STRIPE POLO,51,BLACK,8,3XL,1.6333,0,0,0,0,0,0,0,0,0,0,0
B11104543,0889132186369,04,adidas Golf,A206,,AD TONAL STRIPE POLO,54,NAVY,3,S,.61,0,0,0,0,0,0,0,0,0,0,0
B11104544,0889132186406,04,adidas Golf,A206,,AD TONAL STRIPE POLO,54,NAVY,4,M,.6475,0,0,0,0,0,0,0,0,0,0,0
B11104545,0889132186390,04,adidas Golf,A206,,AD TONAL STRIPE POLO,54,NAVY,5,L,.6925,0,0,0,0,0,0,0,0,0,0,0
B11104546,0889132186376,04,adidas Golf,A206,,AD TONAL STRIPE POLO,54,NAVY,6,XL,.7504,0,0,0,0,0,0,0,0,0,0,0
B11104547,0889132186413,04,adidas Golf,A206,,AD TONAL STRIPE POLO,54,NAVY,7,2XL,.8167,0,0,0,0,0,0,0,0,0,0,0
B11104548,0889138673597,04,adidas Golf,A206,,AD TONAL STRIPE POLO,54,NAVY,8,3XL,1.6333,0,0,0,0,0,0,0,0,0,0,0
B11104AZ3,0889132199222,04,adidas Golf,A206,,AD TONAL STRIPE POLO,AZ,MID GREY,3,S,.61,0,0,0,0,0,0,0,0,0,0,0
B11104AZ4,0889132199239,04,adidas Golf,A206,,AD TONAL STRIPE POLO,AZ,MID GREY,4,M,.6475,0,0,0,0,0,0,0,0,0,0,0
B11104AZ5,0889132195149,04,adidas Golf,A206,,AD TONAL STRIPE POLO,AZ,MID GREY,5,L,.6925,0,0,0,0,0,0,0,0,0,0,0
B11104AZ6,0889132199215,04,adidas Golf,A206,,AD TONAL STRIPE POLO,AZ,MID GREY,6,XL,.7504,0,0,0,0,0,0,0,0,0,0,0
B11104AZ7,0889132199246,04,adidas Golf,A206,,AD TONAL STRIPE POLO,AZ,MID GREY,7,2XL,.8167,0,0,0,0,0,0,0,0,0,0,0
B11104AZ8,0889138673603,04,adidas Golf,A206,,AD TONAL STRIPE POLO,AZ,MID GREY,8,3XL,1.6333,0,0,0,0,0,0,0,0,0,0,5
B11104DR3,0888594594330,04,adidas Golf,A206,,AD TONAL STRIPE POLO,DR,BOLD RED,3,S,.61,0,0,0,0,0,0,0,0,0,0,22
B11104DR4,0888594594354,04,adidas Golf,A206,,AD TONAL STRIPE POLO,DR,BOLD RED,4,M,.6475,0,0,0,0,0,0,0,0,0,0,8
B11104DR5,0888594594378,04,adidas Golf,A206,,AD TONAL STRIPE POLO,DR,BOLD RED,5,L,.6925,0,0,0,0,0,0,0,0,0,0,11
B11104DR6,0888594594385,04,adidas Golf,A206,,AD TONAL STRIPE POLO,DR,BOLD RED,6,XL,.7504,0,0,0,0,0,0,0,0,0,0,0
B11104DR7,0888594594347,04,adidas Golf,A206,,AD TONAL STRIPE POLO,DR,BOLD RED,7,2XL,.8167,0,0,0,0,0,0,0,0,0,0,0
B11104DR8,0889138673566,04,adidas Golf,A206,,AD TONAL STRIPE POLO,DR,BOLD RED,8,3XL,1.6333,0,0,0,0,0,0,0,0,0,0,0
B11104EX3,0888594716343,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EX,LUCKY BLUE,3,S,.61,0,0,0,0,0,0,0,0,0,0,0
B11104EX4,0888594716329,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EX,LUCKY BLUE,4,M,.6475,0,0,0,0,0,0,0,0,0,0,0
B11104EX5,0888594716367,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EX,LUCKY BLUE,5,L,.6925,0,0,0,0,0,0,0,0,0,0,0
B11104EX6,0888594716350,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EX,LUCKY BLUE,6,XL,.7504,0,0,0,0,0,0,0,0,0,0,0
B11104EX7,0888594716336,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EX,LUCKY BLUE,7,2XL,.8167,0,0,0,0,0,0,0,0,0,0,0
B11104EX8,0889138673610,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EX,LUCKY BLUE,8,3XL,1.6333,0,0,0,0,0,0,0,0,0,0,16
B11104EY3,0888594850344,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EY,SOLAR YELLOW,3,S,.61,0,0,0,0,0,0,0,0,0,0,20
B11104EY4,0888594850320,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EY,SOLAR YELLOW,4,M,.6475,0,0,0,0,0,0,0,0,0,0,0
B11104EY5,0888594850313,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EY,SOLAR YELLOW,5,L,.6925,0,0,0,0,0,0,0,0,0,0,10
B11104EY6,0888594850290,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EY,SOLAR YELLOW,6,XL,.7504,0,0,0,0,0,0,0,0,0,0,22
B11104EY7,0888594850337,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EY,SOLAR YELLOW,7,2XL,.8167,0,0,0,0,0,0,0,0,0,0,0
B11104EY8,0888594573168,04,adidas Golf,A206,,AD TONAL STRIPE POLO,EY,SOLAR YELLOW,8,3XL,1.6333,0,0,0,0,0,0,0,0,0,0,0
B11204003,0889132316490,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,3,S,.6063,0,0,0,0,0,0,0,0,0,0,8
B11204004,0889132312409,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,4,M,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204005,0889132316483,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,5,L,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204006,0889132316506,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,6,XL,.6063,0,0,0,0,0,0,0,0,0,0,25
B11204007,0889138602245,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,7,2XL,.6063,0,0,0,0,0,0,0,0,0,0,35
B11204008,0889138499357,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,8,3XL,1.2125,0,0,0,0,0,0,0,0,0,0,0
B11204513,0889132364378,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,3,S,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204514,0889132364354,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,4,M,.6063,0,0,0,0,0,0,0,0,0,0,23
B11204515,0889132364408,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,5,L,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204516,0889132364385,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,6,XL,.6063,0,0,0,0,0,0,0,0,0,0,16
B11204517,0889138602221,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,7,2XL,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204518,0889138499333,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,8,3XL,1.2125,0,0,0,0,0,0,0,0,0,0,1
B11204DB3,0889132134315,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,3,S,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204DB4,0889132134292,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,4,M,.6063,0,0,0,0,0,0,0,0,0,0,7
B11204DB5,0889132134278,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,5,L,.6063,0,0,0,0,0,0,0,0,0,0,35
B11204DB6,0889132134308,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,6,XL,.6063,0,0,0,0,0,0,0,0,0,0,1
B11204DB7,0889138602252,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,7,2XL,.6063,0,0,0,0,0,0,0,0,0,0,3
B11204DB8,0889138499364,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,8,3XL,1.2125,0,0,0,0,0,0,0,0,0,0,6
B11204ET3,0889132342918,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,3,S,.6063,0,0,0,0,0,0,0,0,0,0,84
B11204ET4,0889132342963,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,4,M,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204ET5,0889132342932,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,5,L,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204ET6,0889132342925,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,6,XL,.6063,0,0,0,0,0,0,0,0,0,0,3
B11204ET7,0889138602207,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,7,2XL,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204ET8,0889138499319,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,8,3XL,1.2125,0,0,0,0,0,0,0,0,0,0,15
B11204EZ3,0888594573137,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,EZ,LKY BLUE/ BAH BL,3,S,.6063,0,0,0,0,0,0,0,0,0,0,33
B11204EZ4,0888594573106,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,EZ,LKY BLUE/ BAH BL,4,M,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204EZ5,0888594573113,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,EZ,LKY BLUE/ BAH BL,5,L,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204EZ6,0888594573120,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,EZ,LKY BLUE/ BAH BL,6,XL,.6063,0,0,0,0,0,0,0,0,0,0,0
B11204EZ7,0889138602214,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,EZ,LKY BLUE/ BAH BL,7,2XL,.6063,0,0,0,0,0,0,0,0,0,0,9
B11204EZ8,0889138499326,04,adidas Golf,A221,,AD MEN CLMA CL MSH CLR HIT SS,EZ,LKY BLUE/ BAH BL,8,3XL,1.2125,0,0,0,0,0,0,0,0,0,0,24
B11304003,0888594727851,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,3,S,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304004,0888594727875,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,4,M,.4638,0,0,0,0,0,0,0,0,0,0,38
B11304005,0888594727837,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,5,L,.4638,0,0,0,0,0,0,0,0,0,0,48
B11304006,0888594727868,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,6,XL,.4638,0,0,0,0,1,0,0,0,0,0,22
B11304007,0889138437816,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,00,WHITE/ MID GREY,7,2XL,.4638,0,0,0,0,0,0,0,0,0,0,39
B11304513,0888594572345,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,3,S,.4638,0,0,0,0,0,0,0,0,0,0,3
B11304514,0888594572321,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,4,M,.4638,0,0,0,0,0,0,0,0,0,0,46
B11304515,0888594572314,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,5,L,.4638,0,0,0,0,0,0,0,0,0,0,28
B11304516,0888594572338,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,6,XL,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304517,0889138437823,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,51,BLACK/ VISTA GRY,7,2XL,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304553,0888594863740,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,55,MID INDIGO/ GREY,3,S,.4638,0,0,0,0,0,0,0,0,0,0,62
B11304554,0888594863733,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,55,MID INDIGO/ GREY,4,M,.4638,0,0,0,0,0,0,0,0,0,0,63
B11304555,0888594863719,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,55,MID INDIGO/ GREY,5,L,.4638,0,0,0,0,0,0,0,0,0,0,16
B11304556,0888594863757,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,55,MID INDIGO/ GREY,6,XL,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304557,0889138437830,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,55,MID INDIGO/ GREY,7,2XL,.4638,0,0,0,0,0,0,0,0,0,0,1
B11304DB3,0888594589527,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,3,S,.4638,0,0,0,0,0,0,0,0,0,0,19
B11304DB4,0888594589558,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,4,M,.4638,0,0,0,0,0,0,0,0,0,0,11
B11304DB5,0888594589534,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,5,L,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304DB6,0888594589541,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,6,XL,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304DB7,0889138437786,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,DB,RED/ MID GREY,7,2XL,.4638,0,0,0,0,0,0,0,0,0,0,11
B11304ET3,0888594865911,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,3,S,.4638,0,0,0,0,0,0,0,0,0,0,9
B11304ET4,0888594844084,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,4,M,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304ET5,0888594865935,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,5,L,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304ET6,0888594865928,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,6,XL,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304ET7,0889138437809,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,ET,MID GRY/ VIS GRY,7,2XL,.4638,0,0,0,0,0,0,0,0,0,0,8
B11304EU3,0888594859866,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,EU,LKY BLUE/ BAH BL,3,S,.4638,0,0,0,0,0,0,0,0,0,0,1
B11304EU4,0888594859828,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,EU,LKY BLUE/ BAH BL,4,M,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304EU5,0888594859842,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,EU,LKY BLUE/ BAH BL,5,L,.4638,0,0,0,0,0,0,0,0,0,0,0
B11304EU6,0888594859835,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,EU,LKY BLUE/ BAH BL,6,XL,.4638,0,0,0,0,0,0,0,0,0,0,13
B11304EU7,0889138437793,04,adidas Golf,A222,,AD LAD CLMA CL MSH CLR HIT SS,EU,LKY BLUE/ BAH BL,7,2XL,.4638,0,0,0,0,0,0,0,0,0,0,11
B11504003,0889132165432,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,00,WHITE/ LEAD,3,S,1.4992,0,0,0,0,0,0,0,0,0,0,33
B11504004,0889132169508,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,00,WHITE/ LEAD,4,M,1.4992,0,0,0,0,0,0,0,0,0,0,110
B11504005,0889132165418,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,00,WHITE/ LEAD,5,L,1.4992,0,0,0,0,0,0,0,0,0,0,128
B11504006,0889132165449,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,00,WHITE/ LEAD,6,XL,1.4992,0,0,0,0,0,0,0,0,0,0,96
B11504007,0889138673696,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,00,WHITE/ LEAD,7,2XL,1.4992,0,0,0,0,0,0,0,0,0,0,18
B11504008,0889138673689,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,00,WHITE/ LEAD,8,3XL,1.4992,0,0,0,0,0,0,0,0,0,0,21
B11504DF3,0889132143515,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DF,LEAD/ BLACK,3,S,1.4992,0,0,0,0,0,0,0,0,0,0,3
B11504DF4,0889132143539,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DF,LEAD/ BLACK,4,M,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DF5,0889132143546,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DF,LEAD/ BLACK,5,L,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DF6,0889132143522,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DF,LEAD/ BLACK,6,XL,1.4992,0,0,0,0,0,0,0,0,0,0,8
B11504DF7,0889138673658,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DF,LEAD/ BLACK,7,2XL,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DF8,0889138673641,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DF,LEAD/ BLACK,8,3XL,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DW3,0889132147988,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DW,RICH BLUE/ LEAD,3,S,1.4992,0,0,0,0,0,0,0,0,0,0,14
B11504DW4,0889132147957,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DW,RICH BLUE/ LEAD,4,M,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DW5,0889132147971,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DW,RICH BLUE/ LEAD,5,L,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DW6,0889132147995,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DW,RICH BLUE/ LEAD,6,XL,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DW7,0889138673665,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DW,RICH BLUE/ LEAD,7,2XL,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504DW8,0889138673672,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,DW,RICH BLUE/ LEAD,8,3XL,1.4992,0,0,0,0,0,0,0,0,0,0,0
B11504ES3,0889139566539,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,ES,BRT RYL/ RICH BL,3,S,1.4992,0,0,0,0,0,0,0,0,0,0,29
B11504ES4,0889139566546,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,ES,BRT RYL/ RICH BL,4,M,1.4992,0,0,0,0,0,0,0,0,0,0,78
B11504ES5,0889139566522,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,ES,BRT RYL/ RICH BL,5,L,1.4992,0,0,0,0,0,0,0,0,0,0,71
B11504ES6,0889139566560,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,ES,BRT RYL/ RICH BL,6,XL,1.4992,0,0,0,0,0,0,0,0,0,0,30
B11504ES7,0889138673634,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,ES,BRT RYL/ RICH BL,7,2XL,1.4992,0,0,0,0,0,0,0,0,0,0,24
B11504ES8,0889138673627,04,adidas Golf,A276,,AD MN CLIMAWARM CLRBLK 1/4 ZIP,ES,BRT RYL/ RICH BL,8,3XL,1.4992,0,0,0,0,0,0,0,0,0,0,10
B11704003,0889132161113,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,00,WHITE/ MID GREY,3,S,1.7817,0,0,0,0,0,0,0,0,0,0,9
B11704004,0889132161106,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,00,WHITE/ MID GREY,4,M,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704005,0889132165180,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,00,WHITE/ MID GREY,5,L,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704006,0889132161090,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,00,WHITE/ MID GREY,6,XL,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704007,0889132161083,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,00,WHITE/ MID GREY,7,2XL,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704008,0889138677502,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,00,WHITE/ MID GREY,8,3XL,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704513,0889132165388,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,51,BLACK/ VISTA GRY,3,S,1.7817,0,0,0,0,0,0,0,0,0,0,1
B11704514,0889132165401,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,51,BLACK/ VISTA GRY,4,M,1.7817,0,0,0,0,0,0,0,0,0,0,34
B11704515,0889132165364,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,51,BLACK/ VISTA GRY,5,L,1.7817,0,0,0,0,0,0,0,0,0,0,31
B11704516,0889132165371,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,51,BLACK/ VISTA GRY,6,XL,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704517,0889132165395,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,51,BLACK/ VISTA GRY,7,2XL,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704518,0889138673719,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,51,BLACK/ VISTA GRY,8,3XL,1.7817,0,0,0,0,0,0,0,0,0,0,2
B11704EG3,0889132169591,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,EG,NT MRNE/ VIS GRY,3,S,1.7817,0,0,0,0,0,0,0,0,0,0,16
B11704EG4,0889132169621,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,EG,NT MRNE/ VIS GRY,4,M,1.7817,0,0,0,0,0,0,0,0,0,0,17
B11704EG5,0889132169577,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,EG,NT MRNE/ VIS GRY,5,L,1.7817,0,0,0,0,0,0,0,0,0,0,2
B11704EG6,0889132169607,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,EG,NT MRNE/ VIS GRY,6,XL,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704EG7,0889132169614,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,EG,NT MRNE/ VIS GRY,7,2XL,1.7817,0,0,0,0,0,0,0,0,0,0,6
